mh60
1.000000 0.000000
0.970602 0.000152
0.941247 0.001834
0.911943 0.004258
0.882691 0.007245
0.853499 0.010773
0.824347 0.014618
0.795220 0.018651
0.766119 0.022865
0.737032 0.027178
0.707948 0.031508
0.678858 0.035804
0.649751 0.039974
0.620627 0.044029
0.591460 0.047759
0.562277 0.051363
0.533044 0.054535
0.503788 0.057482
0.474501 0.060105
0.445181 0.062328
0.415848 0.064371
0.386479 0.065836
0.357101 0.067055
0.327708 0.067877
0.298306 0.068126
0.268904 0.067996
0.239508 0.067251
0.210146 0.065700
0.180833 0.063449
0.151600 0.060325
0.122505 0.056087
0.093661 0.050390
0.065290 0.042706
0.037852 0.032219
0.012688 0.017248
0.004408 -0.005638
0.031592 -0.016522
0.060335 -0.022638
0.089453 -0.026685
0.118724 -0.029433
0.148071 -0.031261
0.177457 -0.032314
0.206857 -0.032787
0.236260 -0.032931
0.265665 -0.032775
0.295065 -0.032268
0.324463 -0.031637
0.353855 -0.030790
0.383244 -0.029815
0.412629 -0.028746
0.442010 -0.027557
0.471389 -0.026339
0.500765 -0.025027
0.530140 -0.023704
0.559513 -0.022339
0.588886 -0.020963
0.618258 -0.019569
0.647629 -0.018170
0.677001 -0.016768
0.706372 -0.015362
0.735743 -0.013957
0.765115 -0.012554
0.794486 -0.011153
0.823857 -0.009753
0.853229 -0.008360
0.882601 -0.006962
0.911972 -0.005545
0.941340 -0.004072
0.970699 -0.002436
