s1223
1.000000 0.000000
0.976587 0.019272
0.949337 0.032587
0.920832 0.043037
0.891834 0.052041
0.862556 0.060092
0.833086 0.067407
0.803479 0.074153
0.773768 0.080423
0.743971 0.086271
0.714101 0.091737
0.684171 0.096863
0.654187 0.101659
0.624155 0.106150
0.594085 0.110374
0.563978 0.114334
0.533841 0.118049
0.503677 0.121543
0.473487 0.124807
0.443269 0.127796
0.413019 0.130449
0.382734 0.132657
0.352413 0.134278
0.322060 0.135156
0.291696 0.135227
0.261358 0.134010
0.231136 0.131109
0.201137 0.126433
0.171488 0.119904
0.142295 0.111564
0.113706 0.101347
0.085955 0.089039
0.059421 0.074301
0.034770 0.056609
0.013803 0.034756
0.000866 0.007519
0.012705 -0.015201
0.043048 -0.015481
0.073341 -0.013400
0.103550 -0.010332
0.133680 -0.006560
0.163678 -0.001858
0.193549 0.003597
0.223380 0.009275
0.253216 0.014921
0.283077 0.020433
0.312976 0.025737
0.342921 0.030776
0.372916 0.035503
0.402962 0.039898
0.433060 0.043918
0.463208 0.047550
0.493401 0.050776
0.523640 0.053546
0.553917 0.055865
0.584227 0.057696
0.614564 0.059021
0.644919 0.059808
0.675283 0.060030
0.705646 0.059641
0.735993 0.058598
0.766309 0.056867
0.796571 0.054375
0.826753 0.051050
0.856813 0.046761
0.886699 0.041397
0.916320 0.034727
0.945487 0.026304
0.973693 0.015116
