ag04
1.000000 0.000000
0.970892 0.003388
0.941775 0.005995
0.912661 0.008634
0.883548 0.011284
0.854433 0.013911
0.825314 0.016499
0.796191 0.019035
0.767063 0.021513
0.737930 0.023936
0.708793 0.026308
0.679652 0.028624
0.650505 0.030878
0.621353 0.033059
0.592195 0.035156
0.563030 0.037153
0.533858 0.039038
0.504677 0.040793
0.475488 0.042403
0.446291 0.043853
0.417085 0.045128
0.387872 0.046209
0.358651 0.047083
0.329425 0.047723
0.300194 0.048091
0.270961 0.048161
0.241729 0.047870
0.212505 0.047151
0.183298 0.045929
0.154125 0.044059
0.125015 0.041387
0.096024 0.037652
0.067268 0.032420
0.039027 0.024928
0.012276 0.013319
0.007415 -0.006781
0.035714 -0.013761
0.064798 -0.016634
0.094004 -0.017858
0.123234 -0.018274
0.152467 -0.018164
0.181697 -0.017729
0.210923 -0.017080
0.240145 -0.016277
0.269364 -0.015367
0.298581 -0.014380
0.327796 -0.013345
0.357011 -0.012288
0.386225 -0.011232
0.415440 -0.010193
0.444656 -0.009184
0.473873 -0.008221
0.503093 -0.007309
0.532314 -0.006465
0.561537 -0.005683
0.590761 -0.004969
0.619988 -0.004326
0.649216 -0.003760
0.678445 -0.003270
0.707676 -0.002860
0.736907 -0.002527
0.766139 -0.002257
0.795372 -0.002034
0.824605 -0.001847
0.853838 -0.001679
0.883071 -0.001525
0.912303 -0.001359
0.941536 -0.001152
0.970769 -0.000925
