sd7032
1.000000 0.000000
0.970931 0.004971
0.941994 0.010676
0.913096 0.016568
0.884197 0.022463
0.855281 0.028266
0.826327 0.033885
0.797320 0.039213
0.768271 0.044313
0.739186 0.049205
0.710034 0.053676
0.680853 0.057954
0.651636 0.061986
0.622371 0.065645
0.593087 0.069143
0.563757 0.072249
0.534403 0.075098
0.505024 0.077688
0.475608 0.079817
0.446179 0.081750
0.416719 0.083157
0.387246 0.084215
0.357762 0.084934
0.328269 0.084959
0.298781 0.084599
0.269302 0.083690
0.239863 0.081913
0.210477 0.079470
0.181168 0.076211
0.151992 0.071899
0.123057 0.066189
0.094465 0.058978
0.066438 0.049817
0.039577 0.037694
0.014791 0.021826
0.000741 -0.002579
0.027591 -0.012988
0.056861 -0.016460
0.086313 -0.017977
0.115799 -0.018623
0.145292 -0.018664
0.174783 -0.018316
0.204270 -0.017743
0.233755 -0.017001
0.263233 -0.016058
0.292709 -0.015059
0.322183 -0.013974
0.351653 -0.012815
0.381123 -0.011622
0.410589 -0.010364
0.440055 -0.009094
0.469519 -0.007775
0.498983 -0.006453
0.528446 -0.005121
0.557910 -0.003802
0.587375 -0.002505
0.616842 -0.001254
0.646310 -0.000044
0.675782 0.001088
0.705255 0.002188
0.734734 0.003116
0.764215 0.003968
0.793700 0.004636
0.823190 0.005082
0.852682 0.005335
0.882175 0.005267
0.911663 0.004735
0.941140 0.003758
0.970594 0.002256
