naca2412
1.000000 0.000000
0.971098 0.007180
0.942065 0.012873
0.912990 0.018341
0.883874 0.023591
0.854720 0.028626
0.825531 0.033452
0.796308 0.038068
0.767053 0.042477
0.737767 0.046676
0.708452 0.050666
0.679109 0.054442
0.649738 0.058001
0.620342 0.061335
0.590919 0.064437
0.561473 0.067295
0.532002 0.069899
0.502509 0.072237
0.472996 0.074293
0.443462 0.076044
0.413912 0.077473
0.384346 0.078534
0.354766 0.079116
0.325181 0.079175
0.295601 0.078673
0.266037 0.077566
0.236505 0.075799
0.207025 0.073312
0.177625 0.070017
0.148343 0.065803
0.119236 0.060514
0.090400 0.053912
0.062015 0.045595
0.034512 0.034739
0.009546 0.019064
0.002416 -0.006994
0.026529 -0.023265
0.055021 -0.031121
0.084222 -0.035831
0.113652 -0.038828
0.143177 -0.040705
0.172741 -0.041796
0.202322 -0.042297
0.231907 -0.042351
0.261491 -0.042058
0.291071 -0.041498
0.320646 -0.040731
0.350217 -0.039811
0.379785 -0.038780
0.409349 -0.037671
0.438909 -0.036432
0.468462 -0.035056
0.498010 -0.033565
0.527552 -0.031979
0.557091 -0.030314
0.586626 -0.028584
0.616157 -0.026803
0.645686 -0.024979
0.675213 -0.023121
0.704739 -0.021236
0.734262 -0.019329
0.763785 -0.017403
0.793307 -0.015460
0.822827 -0.013500
0.852346 -0.011523
0.881864 -0.009527
0.911380 -0.007507
0.940895 -0.005460
0.970407 -0.003379
